Analyzing spammers' social networks for fun and profit: a case study of cyber criminal ecosystem on twitter	https://dl.acm.org/doi/abs/10.1145/2187836.2187847	C Yang, R Harkreader, J Zhang, S Shin… - Proceedings of the 21st …, 2012 - dl.acm.org	- Can we exploit these miscreants- tactics to build effective defense strategies against cyber--criminals- The desire of addressing these questions empirically - and thus obtaining insights--for defending against Twitter criminal accounts - forms the core motivation of this work -	Cited by 347	https://www2012.universite-lyon.fr/proceedings/proceedings/p71.pdf	Analyzing-spammers--social-networks-for-fun-and-profit--a-case-study-of-cyber-criminal-ecosystem-on-twitter	6/2/2021 8:04:03 PM
Action speaks louder than words-understanding cyber criminal behavior using criminological theories	https://www.icommercecentral.com/open-access/action-speaks-louder-than-words-understanding-cyber-criminal-behavior-using-criminological-theories.php?aid=38083&view=mobile	F Wada, O Longe, P Danquah - The Journal of Internet …, 1970 - icommercecentral.com	- They went further to propose the use of training- punishment- and reporting security as a motivation--for creating security awareness among - This explains the increase in cyber criminal activities in--societies where wealth is worshiped irrespective of the means through which it is -	Cited by 22	https://www.icommercecentral.com/open-access/action-speaks-louder-than-words-understanding-cyber-criminal-behavior-using-criminological-theories.php?aid=38083&view=mobile	Action-speaks-louder-than-words-understanding-cyber-criminal-behavior-using-criminological-theories	6/2/2021 8:04:07 PM
Cyber-criminal activity and analysis	http://courses.cs.washington.edu/courses/csep590/05au/whitepaper_turnin/team2-whitepaper.pdf	N Aseef, P Davis, M Mittal, K Sedky… - White …, 2005 - courses.cs.washington.edu	- digital risk firm. This virus is considered as the worst virus to ever hit our networks. Incentives--and motivation behind these attacks - This is clearly an indication that the face of cyber-criminal--activity is changing as we see that the scope and Page 9. 9 -	Cited by 13	http://courses.cs.washington.edu/courses/csep590/05au/whitepaper_turnin/team2-whitepaper.pdf	Cyber-criminal-activity-and-analysis	6/2/2021 8:04:13 PM
Examination of cyber-criminal behaviour	https://5.190.58.17/index.php/ijism/article/view/135	H Jahankhani, A Al-Nemrat - International Journal of Information …, 2012 - 5.190.58.17	- Any understanding of crime patterns and offenders motivation should start perhaps with the question--of why people commit - Interpreting the intrusion from the criminal point of view will greatly assist--the investigator in - cyber criminal-s behaviour may become dynamic -	Cited by 16	https://5.190.58.17/index.php/ijism/article/viewFile/135/121	Examination-of-cyber-criminal-behaviour	6/2/2021 8:04:17 PM
Identification of Cyber Criminal by Analysing the Users Profile.	http://ijns.jalaxy.com.tw/contents/ijns-v20-n4/ijns-2018-v20-n4-p738-745.pdf	K Veena, K Meena - IJ Network Security, 2018 - ijns.jalaxy.com.tw	- data is further analyzed -14- us- ing the various classes as Class as None- Soft and Hard and--then the criminal is detected - It is followed by the introduction which gives the neces- sity of--detection of cyber crime. Then the motivation and contribution of the proposed work is given -	Cited by 4	http://ijns.jalaxy.com.tw/contents/ijns-v20-n4/ijns-2018-v20-n4-p738-745.pdf	Identification-of-Cyber-Criminal-by-Analysing-the-Users-Profile-	6/2/2021 8:04:22 PM
Offender–victim relationship and offender motivation in the context of indirect cyber abuse: A mixed-method exploratory analysis	https://journals.sagepub.com/doi/abs/10.1177/0269758017743073	Z Vakhitova, J Webster, C Alston-Knox… - International …, 2018 - journals.sagepub.com	- Format- Tips on citation download. Download Citation. Download article citation data for---Offender-victim relationship and offender motivation in the context of indirect cyber abuse. Zarina--Vakhitova- Julianne Webster- Clair Alston-Knox- Danielle Reynald- and Michael Townsley -	Cited by 6	https://www.researchgate.net/profile/Zarina_Vakhitova/publication/321000126_Offender-Victim_Relationship_and_Offender_Motivation_in_the_Context_of_Indirect_Cyber_Abuse_A_Mixed-Method_Exploratory_Analysis/links/5c16e7554585157ac1c7b986/Offender-Victim-Relationship-and-Offender-Motivation-in-the-Context-of-Indirect-Cyber-Abuse-A-Mixed-Method-Exploratory-Analysis.pdf	Offender-victim-relationship-and-offender-motivation-in-the-context-of-indirect-cyber-abuse--A-mixed-method-exploratory-analysis	6/2/2021 8:04:26 PM
Theoretical model for creating a nation-state level offensive cyber capability	https://books.google.com/books?hl=en&lr=&id=SHOKfWN4rCUC&oi=fnd&pg=PA177&dq=%2Bcyber+%2Bcriminal+%2Bmotivation&ots=pnr5kDTdqe&sig=KBJ3BPRLNup0XEpIFIZL7KNB1Jk	R Ottis - Proceedings of the 8th European Conference on …, 2009 - books.google.com	- s- for carrying out offensive cyber operations- I a state-s traditional military operations could---coincide-with cyber attacks- I the political enemies of the state -internal and-or external- may be--targeted by cyber attacks that do not display typical criminal motivation -money-- especially -	Cited by 21	https://ccdcoe.org/uploads/2018/10/Ottis2009_TheoreticalModelForCreatingANation-StateLevelOffensiveCyberCapability.pdf	Theoretical-model-for-creating-a-nation-state-level-offensive-cyber-capability	6/2/2021 8:04:31 PM
Ransomware against police: diagnosis of risk factors via application of cyber-routine activities theory	http://vc.bridgew.edu/cgi/viewcontent.cgi?article=1029&context=crim_fac	K Choi, TM Scott, DP LeClair - International Journal of Forensic …, 2016 - vc.bridgew.edu	- The tenet suitable target is represented as online lifestyle in Choi-s -2008- cyber-routines ac---tivities theory - that individuals- vocational and leisure activities play a larger role in determining--computer crime victimization than controlling constant criminal motivation in cyberspace -	Cited by 23	http://vc.bridgew.edu/cgi/viewcontent.cgi?article=1029&context=crim_fac	Ransomware-against-police--diagnosis-of-risk-factors-via-application-of-cyber-routine-activities-theory	6/2/2021 8:04:35 PM
Cyber-crimes and their impacts: A review	https://www.researchgate.net/profile/Hemraj_Saini/publication/241689554_Cyber-Crimes_and_their_Impacts_A_Review/links/5422a5d00cf290c9e3a9ee9d/Cyber-Crimes-and-their-Impacts-A-Review.pdf	H Saini, YS Rao, TC Panda - International Journal of Engineering …, 2012 - researchgate.net	- Cyber attacks may have some motivation behind it or may be processed unknowingly ---Additionally- the booming of call centers in India has generated a niche for cyber--criminal activity in harvesting data- the report maintained -	Cited by 116	https://www.researchgate.net/profile/Hemraj_Saini/publication/241689554_Cyber-Crimes_and_their_Impacts_A_Review/links/5422a5d00cf290c9e3a9ee9d/Cyber-Crimes-and-their-Impacts-A-Review.pdf	Cyber-crimes-and-their-impacts--A-review	6/2/2021 8:04:38 PM
A Psychosocial Behavioral Attribution Model: Examining the Relationship Between the “Dark Triad” and Cyber-Criminal Behaviors Impacting Social Networking Sites	https://nsuworks.nova.edu/gscis_etd/1072/	K Withers - 2019 - nsuworks.nova.edu	- and behavior and rely on such qualities to better understand human purpose and human nature.--Attribution theory -Weiner- 1985-- a hedonic motivation theory- is a good explanation for an event ---Further details of personality traits associated with cyber-criminal behavior is -	Cited by 2	https://nsuworks.nova.edu/cgi/viewcontent.cgi?article=2072&context=gscis_etd/	A-Psychosocial-Behavioral-Attribution-Model--Examining-the-Relationship-Between-the--Dark-Triad--and-Cyber-Criminal-Behaviors-Impacting-Social-Networking-Sites	6/2/2021 8:04:42 PM
An explanatory model of motivation for cyber-attacks drawn from criminological theories	https://drum.lib.umd.edu/handle/1903/14266	SM Mandelcorn - 2013 - drum.lib.umd.edu	- Page 3. AN EXPLANATORY MODEL OF MOTIVATION FOR CYBER-ATTACKS DRAWN FROM--CRIMINOLOGICAL THEORIES by - source- and may be detrimental the owner of the target system---2-- -3-. Cybercrime -is cyber-crime is -Criminal acts committed using electronic -	Cited by 4	https://drum.lib.umd.edu/bitstream/handle/1903/14266/Mandelcorn_umd_0117E_14032.pdf;sequence=1	An-explanatory-model-of-motivation-for-cyber-attacks-drawn-from-criminological-theories	6/2/2021 8:04:48 PM
