Behavioral and policy issues in information systems security: the insider threat	https://www.tandfonline.com/doi/abs/10.1057/ejis.2009.12	M Warkentin, R Willison - European Journal of Information Systems, 2009 - Taylor & Francis	Modern global economic and political conditions- technological infrastructure- and socio---cultural developments all contribute to an increasingly turbulent and dynamic environment--for organizations- which maintain information systems -IS- for use in business- government -	Cited by 460	https://www.tandfonline.com/doi/pdf/10.1057/ejis.2009.12	Behavioral-and-policy-issues-in-information-systems-security--the-insider-threat	6/2/2021 5:08:09 PM
Minimizing insider threat risk with behavioral monitoring	https://search.proquest.com/openview/3164935371a3942708c43bd264c482a2/1?pq-origsite=gscholar&cbl=36534	IH Elifoglu, I Abel, Ö Taşseven - Review of business, 2018 - search.proquest.com	An insider is a person that has or had a legitimate right to access computing resources of an--organization. This definition includes any current or former employee- contractor- customer---or business partner as an insider. Insider threat is the potential for an individual who has or -	Cited by 23	https://www.stjohns.edu/sites/default/files/uploads/review-of-business-382-june_2018.pdf#page=66	Minimizing-insider-threat-risk-with-behavioral-monitoring	6/2/2021 5:08:13 PM
Behavioral analysis of insider threat: A survey and bootstrapped prediction in imbalanced data	https://ieeexplore.ieee.org/abstract/document/7010900/	A Azaria, A Richardson, S Kraus… - IEEE Transactions on …, 2014 - ieeexplore.ieee.org	The problem of insider threat is receiving increasing attention both within the computer--science community as well as government and industry. This paper starts by presenting a--broad- multidisciplinary survey of insider threat capturing contributions from computer -	Cited by 132	http://users.umiacs.umd.edu/~sarit/data/articles/TCSS-submission-insider-threat%20-%20Final-Revision.pdf	Behavioral-analysis-of-insider-threat--A-survey-and-bootstrapped-prediction-in-imbalanced-data	6/2/2021 5:08:16 PM
A behavioral theory of insider-threat risks: A system dynamics approach	https://dl.acm.org/doi/abs/10.1145/1346325.1346328	IJ Martinez-Moyano, E Rich, S Conrad… - ACM Transactions on …, 2008 - dl.acm.org	The authors describe a behavioral theory of the dynamics of insider-threat risks. Drawing on--data related to information technology security violations and on a case study created to--explain the dynamics observed in that data- the authors constructed a system dynamics -	Cited by 99	https://www.academia.edu/download/46362984/InsiderThreat-ACM-TOMACS-2008.pdf	A-behavioral-theory-of-insider-threat-risks--A-system-dynamics-approach	6/2/2021 5:08:20 PM
The insider threat: Behavioral indicators and factors influencing likelihood of intervention	https://www.sciencedirect.com/science/article/pii/S1874548218300982	AJC Bell, MB Rogers, JM Pearce - International Journal of Critical …, 2019 - Elsevier	The insider threat is a significant security concern for Critical National Infrastructure -CNI---organizations. A successful insider act in one of the CNI sectors has potential to damage--assets and interrupt the critical services that society depends upon. Existing research -	Cited by 11	https://kclpure.kcl.ac.uk/portal/files/103513440/The_Insider_Threat_Behavioral_BELL_Firstonline5December2018_GREEN_AAM_CC_BY_NC_ND_.pdf	The-insider-threat--Behavioral-indicators-and-factors-influencing-likelihood-of-intervention	6/2/2021 5:08:26 PM
The dark side of the insider: detecting the insider threat through examination of dark triad personality traits	https://ieeexplore.ieee.org/abstract/document/7070238/	M Maasberg, J Warren… - 2015 48th Hawaii …, 2015 - ieeexplore.ieee.org	- Opportunity -CMO- model and the factors affecting those antecedents. This research--addresses the behavioral aspect of the insider threat and provides new information--in support of academics and practitioners. 1. Introduction -	Cited by 63	https://www.researchgate.net/profile/Michele_Maasberg/publication/283296167_The_Dark_Side_of_the_Insider_Detecting_the_Insider_Threat_Through_Examination_of_Dark_Triad_Personality_Traits/links/56312d2c08ae3de9381cecad/The-Dark-Side-of-the-Insider-Detecting-the-Insider-Threat-Through-Examination-of-Dark-Triad-Personality-Traits.pdf	The-dark-side-of-the-insider--detecting-the-insider-threat-through-examination-of-dark-triad-personality-traits	6/2/2021 5:08:29 PM
Identifying at-risk employees: A behavioral model for predicting potential insider threats	https://www.osti.gov/biblio/1000159	FL Greitzer, LJ Kangas, CF Noonan, AC Dalton - 2010 - osti.gov	- behavior -CWB- or higher-risk employees- we conducted discussions with HR professionals and--managers at our organization to identify behavioral -proxies- for such characteristics that may---to varying degrees- produce a heightened concern about possible insider threat risks -	Cited by 54	https://www.osti.gov/servlets/purl/1000159	Identifying-at-risk-employees--A-behavioral-model-for-predicting-potential-insider-threats	6/2/2021 5:08:34 PM
Chronological examination of insider threat sabotage: Preliminary observations.	http://isyou.info/jowua/papers/jowua-v3n4-1.pdf	WR Claycomb, CL Huth, L Flynn, DM McIntire… - J. Wirel. Mob. Networks …, 2012 - isyou.info	- Software Engineering Institute. His primary research topic is the insider threat- current--work includes discovery of insider threat behavioral patterns and corresponding--sociotech- nical countermeasures. Dr. Claycomb also works -	Cited by 40	http://isyou.info/jowua/papers/jowua-v3n4-1.pdf	Chronological-examination-of-insider-threat-sabotage--Preliminary-observations-	6/2/2021 5:08:37 PM
Behavioral science guidelines for assessing insider threats	https://digitalcommons.unl.edu/publicpolicypublications/37/	D Bulling, M Scalora, R Borum, J Panuzio, A Donica - 2008 - digitalcommons.unl.edu	- Page 8. Organization of behavioral indicators and environmental clues in an insider threat--investigation can be guided by asking key questions in specific areas of inquiry1. Areas of Inquiry--Critical Questions - LOW CONCERN Behavioral Science Insider Threat Model Page 10 -	Cited by 12	https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1036&context=publicpolicypublications	Behavioral-science-guidelines-for-assessing-insider-threats	6/2/2021 5:08:41 PM
Insider Threats: It's the HUMAN, Stupid!	https://dl.acm.org/doi/abs/10.1145/3332448.3332458	FL Greitzer - Proceedings of the Northwest Cybersecurity …, 2019 - dl.acm.org	- KEYWORDS Insider Threat- Behavioral Monitoring- Insider Threat Ontology- Sociotechnical--Indicators- Information Assurance- Counterintelligence - -2013-. Psychosocial modeling of insider--threat risk based on behavioral and word use analysis. e-Service Journal- 9-1-- 106-138 -	Cited by 5	https://dl.acm.org/doi/pdf/10.1145/3332448.3332458	Insider-Threats--It-s-the-HUMAN--Stupid-	6/2/2021 5:08:45 PM
